gene,mask
ALDH2,-0.0564267635345459
ALDH3A1,0.04866981506347656
ALDH3A2,-0.0616765022277832
ALDH3B1,0.14572525024414062
ALDH3B2,-0.2331380844116211
ALDH4A1,-0.37595295906066895
ALDH5A1,-0.24915409088134766
ALDH7A1,-0.015673160552978516
ALDOC,-0.014935731887817383
ALG1L,0.1740410327911377
ALK,0.18598341941833496
ALKBH3,0.19191503524780273
ALOX5,-0.4090280532836914
ALOX5AP,0.10519266128540039
ALPK2,-0.040854454040527344
ALPK3,0.06647682189941406
ALPL,-0.22395825386047363
ALPP,0.018535614013671875
ALPPL2,-0.09711408615112305
ALS2CL,0.12482643127441406
ALX1,-0.700843334197998
AMACR,0.1540369987487793
AMBP,0.1674809455871582
AMDHD2,0.16531586647033691
AMH,0.20735621452331543
AMIGO2,0.18628430366516113
AMN,-0.030735492706298828
AMOT,-0.041698455810546875
AMOTL1,0.04534554481506348
AMOTL2,0.18570613861083984
AMPD3,0.22004175186157227
AMPH,0.1568446159362793
AMT,0.10309886932373047
ANGPT1,0.08560705184936523
ANGPTL2,-0.3304166793823242
ANGPTL4,0.20285844802856445
ANK1,-0.09101438522338867
ANK2,0.16907572746276855
ANK3,-0.07172322273254395
ANKH,0.09188437461853027
ANKLE1,-0.3385326862335205
ANKRD1,0.07630062103271484
ANKRD10,0.04238748550415039
ANKRD13A,-0.41436338424682617
ANKRD13B,0.12707233428955078
ANKRD2,0.1500866413116455
ANKRD22,0.11748719215393066
ANKRD29,0.08870124816894531
ANKRD37,0.05505084991455078
ANKRD44,0.2343144416809082
ANKRD50,0.09137296676635742
ANKRD6,0.15170645713806152
ANKRD9,0.2781867980957031
ANKS4B,0.11803865432739258
ANKS6,0.1254267692565918
ANLN,0.1258692741394043
ANO1,-0.0003638267517089844
ANO10,0.04274749755859375
ANO6,-0.10738754272460938
ANO8,-0.20135879516601562
ANO9,-0.5862057209014893
ANP32E,0.1531829833984375
ANPEP,0.04084491729736328
ANTXR1,0.08083343505859375
ANTXR2,0.14335036277770996
ANXA1,-0.4128251075744629
ANXA10,0.05718255043029785
ANXA11,0.12772369384765625
ANXA2,0.2635035514831543
ANXA3,-0.46620821952819824
ANXA4,0.032070159912109375
ANXA5,0.16843867301940918
ANXA6,0.1603529453277588
ANXA8,0.28429388999938965
ANXA8L1,0.0695641040802002
ANXA9,-0.08610272407531738
AOX1,-0.5483250617980957
AP1G2,0.1044156551361084
AP1M2,0.262204647064209
AP1S1,0.08366656303405762
AP1S2,0.006159067153930664
AP1S3,-0.12871646881103516
AP3B2,0.1510913372039795
APBA1,0.14033174514770508
APBA2,-0.12073135375976562
APBB1,0.00462031364440918
APBB1IP,0.10467863082885742
APBB2,0.21907520294189453
APCDD1,0.04711031913757324
APCDD1L,0.06186509132385254
APH1B,-0.04406452178955078
APLN,0.12497258186340332
APLP1,0.18846988677978516
APLP2,0.12196803092956543
APOA1,-0.03114461898803711
APOBEC3B,-0.2962779998779297
APOBEC3C,-0.39220237731933594
APOBEC3D,-0.0019063949584960938
APOBEC3F,0.057025909423828125
APOBEC3G,0.09536981582641602
APOC1,-0.06445837020874023
APOD,0.1512603759765625
APOE,0.18377280235290527
APOH,0.20237159729003906
APOL1,-0.20165324211120605
APOL2,-0.49903345108032227
APOL3,0.059406280517578125
APOL6,0.023869752883911133
APOLD1,-0.03600788116455078
APP,-0.07737016677856445
AQP3,-0.4212205410003662
AQP5,0.2158219814300537
AR,-0.04403495788574219
ARAP2,-0.09632158279418945
ARAP3,-0.05181550979614258
AREG,0.07794952392578125
ARF4,-0.19081950187683105
ARG2,-0.09071826934814453
ARGLU1,0.15439677238464355
ARHGAP10,0.19962477684020996
ARHGAP15,-0.504638671875
ARHGAP18,0.12859582901000977
ARHGAP19,0.14483308792114258
ARHGAP21,-0.17072153091430664
ARHGAP22,-0.07140254974365234
ARHGAP23,-0.24053573608398438
ARHGAP24,-0.06663870811462402
ARHGAP25,0.017039060592651367
ARHGAP26,0.15787935256958008
ARHGAP27,0.14879608154296875
ARHGAP29,-0.5004270076751709
ARHGAP30,-0.15661907196044922
ARHGAP31,0.16451644897460938
ARHGAP32,-0.10214018821716309
ARHGAP33,0.18880581855773926
ARHGAP39,-0.14548301696777344
ARHGAP4,0.15482783317565918
ARHGAP42,0.06306695938110352
ARHGAP5,0.2629382610321045
ARHGAP9,0.05914306640625
ARHGDIB,-0.24062848091125488
ARHGEF1,0.10570621490478516
ARHGEF10,0.09550094604492188
ARHGEF10L,0.16825604438781738
ARHGEF11,0.1730794906616211
ARHGEF12,0.08875012397766113
ARHGEF16,-0.1969757080078125
ARHGEF17,0.06545639038085938
ARHGEF19,0.14800262451171875
ARHGEF2,0.2693295478820801
ARHGEF3,0.201646089553833
ARHGEF35,-0.1853482723236084
ARHGEF37,-0.28734803199768066
ARHGEF4,0.03326010704040527
ARHGEF5,-0.10770177841186523
ARHGEF6,-0.09308147430419922
ARHGEF9,0.18716692924499512
ARID3A,0.10926318168640137
ARID3B,0.049942970275878906
ARID5A,0.08896756172180176
ARID5B,0.008851766586303711
ARL10,-0.11655640602111816
ARL14,-0.22271037101745605
ARL4A,0.03961610794067383
ARL4C,0.20644402503967285
ARL4D,0.13378238677978516
ARL6IP5,0.027500391006469727
ARMC9,0.20965933799743652
ARMCX1,0.1256866455078125
ARMCX2,0.005137443542480469
ARMCX3,0.013976335525512695
ARMCX6,-0.07087016105651855
ARNT2,-0.09661459922790527
ARNTL,-0.0997772216796875
ARNTL2,-0.11575818061828613
ARPC1A,0.17240476608276367
ARPC1B,0.08216261863708496
ARRB1,-0.08923530578613281
ARRB2,0.1455070972442627
ARRDC1,0.13072776794433594
ARRDC2,0.23027372360229492
ARRDC3,0.08021426200866699
ARRDC4,-0.12146520614624023
ARSA,0.014174699783325195
ARSB,0.04096508026123047
ARSD,0.18308305740356445
ARSE,-0.08841538429260254
ARSI,0.0130157470703125
ARSJ,0.15989041328430176
ARTN,0.157850980758667
ARVCF,-0.16791772842407227
ASAH1,0.19958996772766113
ASAP1,-0.3005349636077881
ASAP2,0.1196591854095459
ASAP3,0.1535184383392334
ASB13,-0.0027115345001220703
ASB2,-0.07474017143249512
ASB9,0.038512468338012695
ASCL1,-0.22371840476989746
ASCL2,-0.15536737442016602
ASF1B,0.03278779983520508
ASL,0.14857029914855957
ASMTL,0.18412375450134277
ASNS,0.12925148010253906
ASPH,0.21097397804260254
ASPHD1,-0.864354133605957
ASPHD2,-0.2535402774810791
ASPM,-0.21941661834716797
ASRGL1,0.24876046180725098
ASS1,-0.35721731185913086
ATAD2,-0.23322749137878418
ATAD3B,0.18658018112182617
ATCAY,0.004320859909057617
ATF3,0.018917083740234375
ATF5,-0.018030881881713867
ATF7IP2,0.10446047782897949
ATG16L2,0.1107034683227539
ATHL1,0.11944007873535156
ATL1,-0.41610050201416016
ATL3,-0.022540569305419922
ATN1,0.15154457092285156
ATOH8,0.06534743309020996
ATOX1,0.11319088935852051
ATP10A,-0.09743809700012207
ATP10D,-0.13366246223449707
ATP11A,-0.15073609352111816
ATP11C,0.02334451675415039
ATP13A2,-0.06638336181640625
ATP1A1,0.1102442741394043
ATP1A3,-0.24705886840820312
ATP1B1,0.19756865501403809
ATP2A3,0.11671853065490723
ATP2B1,0.006331443786621094
ATP2B4,0.0673837661743164
ATP2C2,0.057503461837768555
ATP6V0A1,-0.17747020721435547
ATP6V0A4,-0.22166109085083008
ATP6V0E1,0.021066665649414062
ATP6V0E2,-0.21956181526184082
ATP6V1B1,0.11072206497192383
ATP6V1B2,0.024829626083374023
ATP6V1C2,0.017587900161743164
ATP7B,0.017517566680908203
ATP8A1,-0.038381338119506836
ATP8B1,-0.1666560173034668
ATP8B2,-0.4323301315307617
ATP8B3,-0.1460883617401123
ATP9A,0.19402742385864258
ATRN,0.040422677993774414
ATXN1,0.11348915100097656
AURKA,0.1629328727722168
AURKB,0.18554329872131348
AUTS2,-0.25832033157348633
AVPI1,0.09478640556335449
AXIN2,-0.07154655456542969
AXL,-0.4603290557861328
AZGP1,-0.4870743751525879
AZU1,-0.11306905746459961
B2M,0.014778614044189453
B3GALNT1,-0.08751440048217773
B3GALT2,0.16559696197509766
B3GALT4,0.27272701263427734
B3GALT5,-0.34366321563720703
B3GNT2,0.14846253395080566
B3GNT3,-0.08138704299926758
B3GNT7,-0.11387157440185547
B3GNTL1,-0.01938009262084961
B4GALNT1,0.1359238624572754
B4GALNT3,0.09853887557983398
B4GALNT4,0.012821674346923828
B4GALT1,0.1050717830657959
B4GALT4,-0.031533241271972656
B4GALT5,-0.10267281532287598
B4GALT6,-0.06378936767578125
B9D1,0.037778377532958984
BAALC,0.08790230751037598
BACE1,-0.28319787979125977
BACE2,-0.7255446910858154
BACH2,0.11626529693603516
BAG1,-0.04722189903259277
BAG2,-0.1099245548248291
BAG3,0.19154882431030273
BAIAP2,0.15728259086608887
BAIAP2L1,0.02215886116027832
BAIAP2L2,-0.11146235466003418
BAIAP3,0.060508012771606445
BAMBI,0.013289690017700195
BANK1,0.05393171310424805
BARX1,-0.011977910995483398
BARX2,0.07977008819580078
BASP1,0.09043216705322266
BATF,0.035207271575927734
BATF2,-0.19332170486450195
BATF3,-0.4063127040863037
BBC3,-0.31725406646728516
BBS5,0.021002769470214844
BCAM,-0.3247866630554199
BCAR1,0.17830753326416016
BCAR3,0.007995128631591797
BCAS1,-0.25225162506103516
BCAS4,0.005506277084350586
BCAT1,0.1243741512298584
BCHE,-0.01970076560974121
BCL11A,0.11644697189331055
BCL11B,-0.33545732498168945
BCL2,-0.012935876846313477
BCL2A1,-0.4034266471862793
BCL2L1,0.21213984489440918
BCL2L11,0.023593664169311523
BCL2L12,0.027638912200927734
BCL2L15,-0.0030727386474609375
BCL2L2,0.13364529609680176
BCL3,-0.062038421630859375
BCL6,-0.022999048233032227
BCL7A,-0.23125362396240234
BCL9,0.1879572868347168
BCL9L,0.11528205871582031
BCOR,-0.4027705192565918
BCR,0.18145418167114258
BDH1,0.18073511123657227
BDH2,0.0517427921295166
BDNF,0.09641003608703613
BEND5,-0.0646066665649414
BEND7,0.048287391662597656
BEX1,0.19928860664367676
BEX2,0.025852203369140625
BEX4,0.16718626022338867
BEX5,0.13034510612487793
BGN,-0.11756658554077148
BHLHE22,0.24287962913513184
BHLHE40,0.0037772655487060547
BHLHE41,-0.09448719024658203
BHMT2,-0.064117431640625
BICC1,0.2318744659423828
BID,-0.11644959449768066
BIK,-0.012467622756958008
BIN1,-0.07070636749267578
BIN2,-0.1286764144897461
BIRC2,0.23891615867614746
BIRC3,-0.26035213470458984
BIRC7,0.10960745811462402
BIVM,0.18126869201660156
BLCAP,0.21280550956726074
BLK,-0.18310308456420898
BLM,-0.056678056716918945
BLMH,0.06107664108276367
BLNK,-0.002163410186767578
BLVRA,-0.04237556457519531
BLVRB,0.06202077865600586
BMF,0.1704268455505371
BMI1,0.21189403533935547
BMP1,0.19613885879516602
BMP2,0.23831653594970703
BMP4,0.2607278823852539
BMP6,0.14802956581115723
BMP7,0.11337471008300781
BMP8B,0.11161637306213379
BMPER,0.19633722305297852
BMPR2,0.1541905403137207
BNC1,0.10303139686584473
BNC2,0.09667134284973145
BNIP3,0.12799882888793945
BNIP3L,-0.27579832077026367
BOC,0.21320009231567383
BOK,0.22489595413208008
BOLA1,-0.1560811996459961
BOP1,0.12894082069396973
BPGM,0.10892105102539062
BRI3,-0.14129066467285156
BRI3BP,-0.04750490188598633
BRSK1,0.2419264316558838
BRSK2,-0.4000973701477051
BSCL2,-0.0051229000091552734
BSPRY,0.2109065055847168
BST1,-0.44492650032043457
BST2,-0.0016214847564697266
BTBD11,-0.02766585350036621
BTBD19,-0.0933523178100586
BTBD3,0.09498143196105957
BTBD6,0.14439654350280762
BTC,0.03088974952697754
BTG1,0.04985523223876953
BTG2,0.007673740386962891
BTG3,0.04788970947265625
BTK,0.16270756721496582
BTN2A2,0.11115407943725586
BTN3A1,-0.2119007110595703
BTN3A2,-0.2054443359375
BTN3A3,0.25121450424194336
BTNL9,-0.28158092498779297
BUB1B,0.17470645904541016
BVES,-0.014763832092285156
BZRAP1,-0.1676323413848877
BZW2,0.22649836540222168
C10orf10,0.14070940017700195
C10orf35,0.1567685604095459
C10orf54,0.10697603225708008
C10orf99,0.044058799743652344
C11orf21,-0.2813546657562256
C11orf24,0.05428266525268555
C11orf68,0.2722170352935791
C11orf74,0.010529279708862305
C12orf57,0.06318426132202148
C12orf75,0.2119753360748291
C14orf132,-0.1441354751586914
C14orf159,-0.02203822135925293
C15orf39,0.13768935203552246
C15orf48,-0.1865847110748291
C15orf52,-0.40267348289489746
C16orf45,0.18959593772888184
C16orf54,0.01159811019897461
C16orf62,0.05480527877807617
C16orf74,0.12636733055114746
C17orf51,0.24457168579101562
C17orf96,-0.06620049476623535
C18orf32,0.06003427505493164
C19orf33,0.25938940048217773
C19orf57,0.12167477607727051
C19orf60,-0.13123798370361328
C19orf66,0.0935201644897461
C19orf71,0.05302548408508301
C1GALT1C1,0.14656805992126465
C1QL1,0.17369627952575684
C1QL4,0.011364459991455078
C1QTNF1,0.2676823139190674
C1QTNF6,0.2526123523712158
C1R,-0.2893552780151367
C1RL,0.021627426147460938
C1S,0.02738046646118164
C1orf106,-0.015053749084472656
C1orf115,-0.1729733943939209
C1orf116,0.2662379741668701
C1orf186,-0.5658338069915771
C1orf198,0.013437509536743164
C1orf21,-0.3079092502593994
C1orf210,0.09700679779052734
C1orf216,0.17908024787902832
C1orf228,0.08035898208618164
C1orf54,0.12406682968139648
C1orf56,-0.05777096748352051
C20orf194,-0.023781538009643555
C20orf24,0.004129171371459961
C20orf96,0.16379761695861816
C21orf58,-0.545835018157959
C21orf91,0.0367889404296875
C2CD2,-0.17194414138793945
C2orf48,0.13397836685180664
C2orf54,-0.4516270160675049
C2orf72,-0.08102798461914062
C3,-0.3077569007873535
C3orf14,0.09860849380493164
C3orf18,0.24570250511169434
C3orf52,-0.16605782508850098
C3orf58,0.20240449905395508
C4BPB,0.17637419700622559
C4orf32,0.05000901222229004
C4orf46,0.01358175277709961
C4orf48,0.24853849411010742
C5,0.1127011775970459
C5orf30,0.0859227180480957
C5orf38,0.08228492736816406
C5orf42,0.05092453956604004
C5orf46,0.15585947036743164
C6orf1,-0.0344996452331543
C6orf132,-0.012138605117797852
C6orf141,0.06440162658691406
C6orf15,0.026723146438598633
C6orf223,-0.030651569366455078
C6orf226,-0.0073699951171875
C6orf48,0.15062499046325684
C7orf50,0.1381666660308838
C8orf4,0.16252470016479492
C8orf58,-0.04371452331542969
C9orf116,-0.12787556648254395
C9orf152,0.11564040184020996
C9orf3,0.06956648826599121
C9orf64,0.03141975402832031
C9orf72,-0.013001680374145508
CA11,0.2279033660888672
CA12,-0.07161951065063477
CA14,0.19703125953674316
CA2,0.23556089401245117
CA8,0.017684221267700195
CA9,0.14414095878601074
CAB39L,-0.18525457382202148
CABLES1,0.1761176586151123
CABYR,-0.16089987754821777
CACHD1,-0.03856062889099121
CACNA1A,-0.33089399337768555
CACNA1H,0.21941304206848145
CACNA2D1,0.04797530174255371
CACNA2D2,-0.3585989475250244
CACNA2D4,0.14381718635559082
CACNB3,0.2129957675933838
CACNG4,0.010852813720703125
CACNG6,0.20590734481811523
CACNG7,0.07091879844665527
CADM1,-0.10065674781799316
CADM3,-0.28951215744018555
CADM4,0.17193937301635742
CADPS,0.046976566314697266
CADPS2,0.09351897239685059
CALB1,-0.5787327289581299
CALB2,0.21845269203186035
CALCA,-0.0006892681121826172
CALCB,0.03300189971923828
CALCOCO1,-0.057343244552612305
CALCRL,0.11300063133239746
CALD1,0.19972968101501465
CALHM2,-0.10657978057861328
CALML3,-0.07868480682373047
CALML4,0.1737840175628662
CALU,0.032076358795166016
CAMK1,-0.1892390251159668
CAMK1D,0.011029720306396484
CAMK2D,-0.22650623321533203
CAMK2N1,0.14761900901794434
CAMK2N2,0.24455881118774414
CAMK4,0.0897221565246582
CAMKK1,0.016847848892211914
CAMKV,-0.014362812042236328
CAND2,0.07312631607055664
CAP2,-0.10380339622497559
CAPG,-0.09981179237365723
CAPN1,0.22986340522766113
CAPN2,0.11967611312866211
CAPN3,0.1401212215423584
CAPN5,0.19356966018676758
CAPN6,0.04355454444885254
CAPN8,-0.07048821449279785
CAPNS2,-0.12181234359741211
CAPRIN2,0.09673500061035156
CAPS,0.09689998626708984
CARD10,0.13017678260803223
CARD11,0.12508153915405273
CARD16,-0.17776727676391602
CARD6,0.17850351333618164
CARD8,0.14676284790039062
CARD9,0.1384754180908203
CARHSP1,0.1295177936553955
CASK,-0.060477495193481445
CASKIN2,0.08688092231750488
CASP1,-0.11607146263122559
CASP10,0.172774076461792
CASP4,-0.2014327049255371
CASP6,-0.44941186904907227
CASP7,0.23505330085754395
CASP8,-0.07367801666259766
CAST,-0.13468074798583984
CASZ1,-0.011905431747436523
CAT,0.1207575798034668
CAV1,0.06831645965576172
CAV2,-0.22108221054077148
CBFA2T2,0.10424971580505371
CBFA2T3,0.07527637481689453
CBLB,0.24063825607299805
CBLC,-0.15048789978027344
CBLN1,0.10257577896118164
CBR1,0.06011056900024414
CBR3,0.11788344383239746
CBS,0.18932342529296875
CBX1,0.22059011459350586
CBX2,0.07264518737792969
CBX4,0.16509461402893066
CBX5,0.11273455619812012
CBX6,0.2118546962738037
CBX7,-0.03671979904174805
CC2D2A,0.15964889526367188
CCBE1,-0.08082985877990723
CCDC102A,0.10033273696899414
CCDC106,-0.26472926139831543
CCDC107,-0.15224814414978027
CCDC109B,-0.22099018096923828
CCDC120,-0.22593164443969727
CCDC136,-0.2072615623474121
CCDC149,0.2609708309173584
CCDC152,-0.10890483856201172
CCDC28B,-0.12755680084228516
CCDC3,-0.13148975372314453
CCDC34,-0.12053608894348145
CCDC50,0.18434572219848633
CCDC64,-0.14408254623413086
CCDC64B,-0.1269688606262207
CCDC68,-0.016234397888183594
CCDC69,0.2532496452331543
CCDC74A,-0.025852441787719727
CCDC74B,0.17667317390441895
CCDC78,-0.049318552017211914
CCDC8,0.12449979782104492
CCDC80,0.06429147720336914
CCDC85A,-2.193450927734375e-05
CCDC85B,0.2238776683807373
CCDC85C,-0.1531968116760254
CCDC88A,-0.020715713500976562
CCDC88B,0.08623766899108887
CCDC88C,0.24250054359436035
CCDC92,-0.0437924861907959
CCK,0.05860590934753418
CCL17,-0.0044667720794677734
CCL2,0.016496658325195312
CCL20,0.02971959114074707
CCL22,0.06749486923217773
CCL26,-0.03529095649719238
CCL28,-0.7352206707000732
CCL3,0.13702106475830078
CCL5,-0.17133164405822754
CCNA1,-0.08600711822509766
CCNA2,-0.024691343307495117
CCNB1,0.15764665603637695
CCNB1IP1,-0.28948426246643066
CCND1,-0.241896390914917
CCND2,0.22815632820129395
CCND3,0.1794583797454834
CCNE1,-0.014417648315429688
CCNE2,0.24165725708007812
CCNF,-0.05894613265991211
CCNG1,0.21379709243774414
CCNG2,0.0466914176940918
CCNJL,-0.23540472984313965
CCNO,-0.003520488739013672
CCNYL1,-0.14226698875427246
CCPG1,0.026621341705322266
CCR1,-0.2856788635253906
CCR10,-0.7637922763824463
CCR4,0.11363697052001953
CCR7,0.19223690032958984
CD109,0.04325270652770996
CD14,0.2460019588470459
CD151,0.2412252426147461
CD163L1,0.14238905906677246
CD180,0.1354985237121582
CD19,0.08443975448608398
CD200,-0.008656978607177734
CD22,-0.13708806037902832
CD247,0.25443077087402344
CD27,0.11826896667480469
CD274,0.06820940971374512
CD276,0.07679462432861328
CD28,0.19393229484558105
CD2AP,0.11227750778198242
CD302,-0.019782066345214844
CD320,-0.45208263397216797
CD33,0.13820576667785645
CD34,0.20347356796264648
CD36,0.18755054473876953
CD37,-0.4686472415924072
CD38,0.1450042724609375
CD3D,-0.06506729125976562
CD3E,0.07393884658813477
CD3G,-0.07438349723815918
CD40,0.22735834121704102
CD44,0.04753994941711426
CD46,-0.16289377212524414
CD47,-0.19185781478881836
CD48,0.1823101043701172
CD5,-0.2119448184967041
CD52,-0.0689387321472168
CD53,0.10035395622253418
CD55,0.22455167770385742
CD58,0.20330238342285156
CD59,0.06685543060302734
CD6,0.2012190818786621
CD63,0.035158634185791016
CD68,0.24136137962341309
CD69,0.04994988441467285
CD7,0.16541337966918945
CD70,0.13619637489318848
CD72,-0.10893011093139648
CD74,0.15971708297729492
CD79A,0.1741037368774414
CD81,0.21239209175109863
CD82,-0.17243099212646484
CD83,-0.09957194328308105
CD86,0.10602521896362305
CD9,0.09859180450439453
CD93,-0.03639101982116699
CD96,0.05582427978515625
CD99,-0.054086923599243164
CD99L2,0.11507558822631836
CDA,0.13072848320007324
CDC14B,-0.04852151870727539
CDC20,0.05573081970214844
CDC25A,0.2769763469696045
CDC25B,0.12882614135742188
CDC42BPA,-0.028967618942260742
CDC42BPB,0.1249089241027832
CDC42BPG,0.22958040237426758
CDC42EP1,0.06670117378234863
CDC42EP2,-0.011394262313842773
CDC42EP3,-0.12052583694458008
CDC42EP4,0.17940425872802734
CDC42EP5,-0.0034384727478027344
CDC45,0.12479281425476074
CDC6,0.12740802764892578
CDC7,-0.06330657005310059
CDCA4,0.15632152557373047
CDCA5,0.018545866012573242
CDCA7,0.07069015502929688
CDCA7L,-0.14243054389953613
CDCA8,0.02041316032409668
CDCP1,-0.13350987434387207
CDH1,0.16103816032409668
CDH10,-0.02112269401550293
CDH11,0.06224250793457031
CDH13,0.03156924247741699
CDH2,0.23276448249816895
CDH24,0.1745281219482422
CDH3,0.12737560272216797
CDH4,0.12085461616516113
CDH6,0.03049182891845703
CDHR1,0.0925302505493164
CDK1,0.2294166088104248
CDK14,0.004672527313232422
CDK18,0.02135944366455078
CDK2,0.07851767539978027
CDK20,-0.007498025894165039
CDK2AP1,0.13146424293518066
CDK2AP2,0.047234296798706055
CDK4,-0.1807572841644287
CDK5R1,-0.1530144214630127
CDK5R2,-0.12788772583007812
CDK6,-0.1676335334777832
CDKAL1,0.09642195701599121
CDKN1A,0.13465571403503418
CDKN1B,-0.05019021034240723
CDKN1C,0.14343714714050293
CDKN2A,0.047873735427856445
CDKN2B,-0.19603562355041504
CDKN2C,0.11646103858947754
CDKN2D,0.01177525520324707
CDKN3,0.1751720905303955
CDO1,0.21680355072021484
CDON,0.12369155883789062
