gene,delta
BCL2,-0.0006859118529580766
BCL2A1,-0.0006374606371629676
BCL2L1,-0.0006440926386366286
BCL2L11,-0.00046786808818299885
BCL2L12,-0.0009101578364310026
BCL2L15,0.00014731299983772317
BCL2L2,-3.2108926628637846e-10
BCL3,-0.0003264022641360498
BCL6,-0.0006622345368025861
BCL7A,-0.0006434522154592504
BCL9,-9.067328798151308e-05
BCL9L,-0.0010938463483011196
BCOR,0.00010014890309062441
BCR,0.000537900224409249
BDH1,-0.0007833888096258068
BDH2,0.0002487543588995944
BDNF,-0.0002395023572639987
BEND5,6.750218051188028e-09
BEND7,0.0007625917633377055
BEX1,-0.0020871222446207094
BEX2,0.00039710457867536686
BEX4,0.0005565560399608538
BEX5,3.8984702453337405e-05
BGN,-0.00014659248213455545
BHLHE22,-0.0005033149074616938
BHLHE40,-0.001203778335980954
BHLHE41,-6.664247491383612e-05
BHMT2,-0.00034565115397533486
BICC1,-7.074842938492587e-06
BID,-0.001785427709441012
BIK,0.0010648873555086924
BIN1,0.0005122883657767696
BIN2,-0.001502912625930386
BIRC2,-0.002116483667701563
BIRC3,0.0009427258863864418
BIRC7,-0.00014951116938821674
BIVM,0.0007661941075157719
BLCAP,0.0020459549304021607
BLK,-0.0006423389320041606
BLM,-0.0005521104332205651
BLMH,-0.0008307342883505653
BLNK,-0.0009149655992037875
BLVRA,0.001479453153537147
BLVRB,0.00027928035089230807
BMF,-0.0011443275304637845
BMI1,8.064988146050389e-05
BMP1,-0.000526644757150696
BMP2,-0.002863268673583441
BMP4,0.0007541740293953714
BMP6,0.00014971377004724395
BMP7,-0.0004039420434995833
BMP8B,-0.0009005153361748564
BMPER,0.00031711325603811513
BMPR2,-0.0009346585300140653
BNC1,-0.00019648697594765174
BNC2,-0.0006885116581458739
BNIP3,0.0002467332123474719
BNIP3L,0.00044203455133318137
BOC,0.0002853523617823983
BOK,0.00137289617806291
BOLA1,-0.0014820491921417878
BOP1,3.3857536774206665e-09
BPGM,0.0006948703756968211
BRI3,0.0005476125405916576
BRI3BP,0.001812651929268938
BRSK1,3.739841282401901e-05
BRSK2,0.00012752695089413013
BSCL2,4.674165499096716e-10
BSPRY,-0.0002932237562834894
BST1,0.0005258783249271204
BST2,0.0003129959278109773
BTBD11,-0.0001320110008494746
BTBD19,-0.0001332568774029541
BTBD3,0.0005317123885657526
BTBD6,-3.845473907748698e-06
BTC,7.75614749987108e-05
BTG1,1.5339136627545713e-09
BTG2,-0.000617187549016851
BTG3,-0.00023478510056296198
BTK,-0.0004741581612099921
BTN2A2,0.0006784791433298576
BTN3A1,1.873063163349009e-05
BTN3A2,-0.00022793377431229445
BTN3A3,0.0005071378445561381
BTNL9,0.0018184465308342945
BUB1B,5.079059395285412e-09
BVES,0.0009416277773204307
BZRAP1,-0.0005783403757830818
BZW2,-0.000743377293509484
C10orf10,-0.0007648130091028049
C10orf35,0.0003775396149632293
C10orf54,0.0012501596279173022
C10orf99,-0.0016345932370326333
C11orf21,-0.0006795285894162229
C11orf24,-0.00022131439231498629
C11orf68,0.00044432267008331916
C11orf74,0.0013787990146167939
C12orf57,-0.0002984080791130772
C12orf75,-0.0012303710497721942
C14orf132,-1.4074548193576675e-09
C14orf159,0.0012234747806951773
C15orf39,-0.0011593444337165693
C15orf48,-0.0005531312084365858
C15orf52,-0.001479827359758823
C16orf45,-1.698221260548749e-05
C16orf54,-0.0017458068112629066
C16orf62,-5.422808022148562e-05
C16orf74,0.0004415833152388027
C17orf51,0.0011092186950273364
C17orf96,-0.0012755501311809692
C18orf32,-1.297271734479466e-09
C19orf33,-0.00042854900924993444
C19orf57,0.00022173259414237645
C19orf60,-0.0015301779949431493
C19orf66,-0.001043411012487283
C19orf71,-0.00017210696557390381
C1GALT1C1,0.000557587288165462
C1QL1,0.0005009845307116789
C1QL4,6.60068128800484e-05
C1QTNF1,-0.002321063360452902
C1QTNF6,0.00031756391848736243
C1R,-0.00017847820150906912
C1RL,-0.0011759586686727053
C1S,0.00015714509788233855
C1orf106,-3.0816291740620727e-09
C1orf115,0.001711744754358202
C1orf116,-2.7111386937672677e-06
C1orf186,-0.0003282738787114825
C1orf198,-0.0009573685033076318
C1orf21,-0.00028766684461367653
C1orf210,-0.001068436004751705
C1orf216,-0.0001408334362870134
C1orf228,0.00016657446787249341
C1orf54,-0.0008360766939685682
C1orf56,-0.00014543580247017296
C20orf194,-0.0006197113491992479
C20orf24,0.00019825105598758608
C20orf96,-0.0009316965115435671
C21orf58,-0.00028689933898062847
C21orf91,-0.00014608737495769297
C2CD2,0.0016317040314964837
C2orf48,0.0006337554945423651
C2orf54,0.0005480778625592819
C2orf72,-0.0001400033809593193
C3,0.00027634677198706825
C3orf14,-0.002380614624961863
C3orf18,-0.00022257866326047537
C3orf52,0.001062942631781194
C3orf58,-0.0013939480303499785
C4BPB,-1.536029035364983e-05
C4orf32,0.0002249165580353596
C4orf46,0.0008647011894331591
C4orf48,0.00015858912891997257
C5,-0.0007522425676779187
C5orf30,-0.00016261990168697782
C5orf38,-0.0001807578678260091
C5orf42,0.0007985985206064861
C5orf46,0.00016507620850825244
C6orf1,0.00037221924911945425
C6orf132,-3.143609039746309e-09
C6orf141,0.000246875407363234
C6orf15,-0.0004264383741329203
C6orf223,0.0006220326410782961
C6orf226,0.0006514499076396563
C6orf48,-0.0004023204583087914
C7orf50,0.0009436652980154836
C8orf4,-0.0004711517376662089
C8orf58,-0.0003255357135076853
C9orf116,0.0008950201750757003
C9orf152,0.000320801535712012
C9orf3,-0.00037794247865463593
C9orf64,0.0003208366085057923
C9orf72,-0.0010891559718935184
CA11,-0.00014275130508545342
CA12,0.0004381408831737321
CA14,0.0004228216716459787
CA2,0.0032081389519271752
CA8,0.0006115199812690708
CA9,-0.0004813226751784194
CAB39L,-0.00034693631346827125
CABLES1,0.0004133299733389828
CABYR,0.001486646760011534
CACHD1,0.0012947783760761666
CACNA1A,-0.000543435989248997
CACNA1H,-0.00017979717891269953
CACNA2D1,0.00012018495317511757
CACNA2D2,0.000652746062534626
CACNA2D4,-0.000891392593968976
CACNB3,3.125205894627392e-05
CACNG4,-0.0004999749095219164
CACNG6,-0.0004111070735531852
CACNG7,-0.0007211047760130596
CADM1,-9.050700456181282e-05
CADM3,-0.0004657775573357892
CADM4,0.0007260998030163002
CADPS,-0.00012645875208161517
CADPS2,0.0006828489694234996
CALB1,0.0009634273407406191
CALB2,-0.0013276817810538022
CALCA,-0.00047764872719069373
CALCB,-0.0005904566102398201
CALCOCO1,-0.0005391345413479076
CALCRL,0.001370591718976244
CALD1,0.0005999975249172396
CALHM2,-0.0020710240374515188
CALML3,0.0008890523566853492
CALML4,2.5784790092631127e-05
CALU,-0.0003356407240879822
CAMK1,-7.196218689164979e-05
CAMK1D,0.0014910064335758033
CAMK2D,0.0006971604222484329
CAMK2N1,-0.0005357375468543202
CAMK2N2,-0.00037843514406743495
CAMK4,-0.0006155213408898241
CAMKK1,0.0011904557737920651
CAMKV,0.00024519955222879197
CAND2,-0.0010201104965950059
CAP2,-0.00020835331642543586
CAPG,0.00022403636623036238
CAPN1,0.00022817429570209935
CAPN2,0.00046158752457869934
CAPN3,-6.980962918845535e-09
CAPN5,1.3156930098068287e-05
CAPN6,-0.001302606179508503
CAPN8,-0.002497499321984842
CAPNS2,3.863089403921549e-09
CAPRIN2,0.0006995596226954115
CAPS,-0.0008657419773135944
CARD10,0.00022059462632662008
CARD11,-0.0003847088547933586
CARD16,2.7444616579330727e-09
CARD6,-0.0008198616113614943
CARD8,-9.583412442282224e-06
CARD9,-0.000640990051246515
CARHSP1,0.0023396338224562774
CASK,-0.0006866566667500518
CASKIN2,0.00015478537902680056
CASP1,-0.0003144594369864917
CASP10,0.0002340001451998086
CASP4,0.0007886801488569128
CASP6,0.0006177965910443284
CASP7,-0.0011979536676790525
CASP8,-0.00026658869895812565
CAST,0.000886201423944688
CASZ1,-0.0010137635601406014
CAT,0.0014016909687905033
CAV1,0.00077643455843035
CAV2,2.7461972762155007e-05
CBFA2T2,0.0006373677896071017
CBFA2T3,-0.0005119523163863438
CBLB,0.0007769826976889993
CBLC,0.0009341748997698796
CBLN1,-8.728098032007026e-05
CBR1,-0.00021589491001194894
CBR3,0.0016279633482314537
CBS,0.0009803677731285987
CBX1,-0.0012972380650918547
CBX2,-0.0005439066989950669
CBX4,0.0015283135162365014
CBX5,0.00020147788728097638
CBX6,-0.0003310176245057139
CBX7,0.0003518190247205899
CC2D2A,-0.00019397839152834884
CCBE1,0.0011384379198895456
CCDC102A,-0.000885260604617466
CCDC106,-0.0007584749143360048
CCDC107,-0.001072079561376782
CCDC109B,0.0003465107837125059
CCDC120,6.718927093585236e-05
CCDC136,-0.00016261879319345862
CCDC149,0.0013714634075625565
CCDC152,-0.0003167684378042601
CCDC28B,0.00011630471510637452
CCDC3,0.00016954996705731418
CCDC34,0.00015835992330170967
CCDC50,-8.980164352345721e-05
CCDC64,7.654927504630038e-05
CCDC64B,-0.000647898624896337
CCDC68,0.0007482449496744037
CCDC69,0.0005848147882849819
CCDC74A,-0.0003980157161360687
CCDC74B,0.00015914281490891913
CCDC78,-0.001336160915162199
CCDC8,-0.00014637385822102722
CCDC80,0.0003672916151636896
CCDC85A,-0.001400217976699536
CCDC85B,-0.0009376173995063741
CCDC85C,-0.0002372942906013753
CCDC88A,0.00075438235848857
CCDC88B,0.00013479015904538372
CCDC88C,0.00025894001500448294
CCDC92,-0.0007491108339365837
CCK,5.697726307341e-05
CCL17,-5.648750320907947e-05
CCL2,4.5760938932604134e-05
CCL20,2.6143522802057895e-05
CCL22,-0.001857988579783254
CCL26,0.0008428901780036524
CCL28,-0.00013920704535919093
CCL3,-0.0005378232982246045
CCL5,-0.001298062781086795
CCNA1,-0.0005553261089867867
CCNA2,-0.000927802099014996
CCNB1,0.00020484962591338363
CCNB1IP1,-0.0003630387319339956
CCND1,0.00018345497528782229
CCND2,-0.0010782559912470013
CCND3,-0.00034994980149793964
CCNE1,-0.0006880841770744439
CCNE2,-3.3947536861145267e-05
CCNF,0.0006979728524347806
CCNG1,-8.997651860054301e-05
CCNG2,0.00040092903794408663
CCNJL,0.00122954098585637
CCNO,0.001078047097477608
CCNYL1,0.00019982273064478306
CCPG1,-9.044104354316573e-10
CCR1,-0.00042497862728618774
CCR10,0.00013304622281629097
CCR4,0.0007604251002147899
CCR7,-0.0005986275350667869
CD109,0.0007180953069806373
CD14,-8.997071820115998e-06
CD151,-0.0010804161208406438
CD163L1,-0.0017779478878847677
CD180,-0.00018826284167827723
CD19,-0.00028878216575256577
CD200,-0.00038815926707025383
CD22,-0.0013764537712767089
CD247,-0.0008635933843139654
CD27,-0.00022670789562007077
CD274,-0.0008320818717642009
CD276,0.0005017760228607226
CD28,-0.00011402503098689731
CD2AP,-0.00037083822964345536
CD302,0.00019566189490927144
CD320,0.0003205785523491267
CD33,-0.000984460040123536
CD34,-0.00031835813663239065
CD36,-0.0004986993392965822
CD37,-0.00020369203487091703
CD38,-0.0007646245281257569
CD3D,0.0018165062157682321
CD3E,0.0010816351565013926
CD3G,0.0012571138264994008
CD40,-0.00021746052546378625
CD44,0.000553912920329025
CD46,0.0007641864176710644
CD47,-0.0008936034375160995
CD48,-0.0002692361910999752
CD5,-0.000283983753032957
CD52,-0.001025490699491427
CD53,-0.0025586520212643737
CD55,0.00036853797560731927
CD58,-2.0573939218948567e-09
CD59,-0.000647884719444547
CD6,0.00032980493568146585
