gene,delta
CARD6,-0.010011884159349893
CARD8,0.005975485520899104
CARD9,0.0009196701492806825
CARHSP1,0.005093916306067037
CASK,0.001990514337821825
CASKIN2,-0.0035380630836752136
CASP1,-0.007473168653703066
CASP10,0.0007659882161206166
CASP4,-0.0009107974574427691
CASP6,0.0011025168712267552
CASP7,-0.001270138262600029
CASP8,0.0005174120050267517
CAST,-0.005588978761678243
CASZ1,0.0005360285783702068
CAT,0.003176428157933897
CAV1,0.008483745168699375
CAV2,-0.008248596626406757
CBFA2T2,-0.0003381479642828866
CBFA2T3,-0.0019314729836718003
CBLB,0.0050388851197692985
CBLC,0.0012741884432382333
CBLN1,0.0019195635115232812
CBR1,-0.0010609390484654369
CBR3,0.004465325707093903
CBS,0.004942252033237615
CBX1,-0.0017156090823331471
CBX2,-0.0005895503640667155
CBX4,0.001954461627724724
CBX5,0.003441198055764483
CBX6,0.0005169398788488211
CBX7,-0.003288863502236228
CC2D2A,0.00581096378580348
CCBE1,0.005168135739887836
CCDC102A,0.0038943788085121223
CCDC106,0.0013589044371581926
CCDC107,-0.001337834120350101
CCDC109B,0.006574843752146564
CCDC120,0.0025443665235530544
CCDC136,0.0035176870015246053
CCDC149,-0.002245653132280534
CCDC152,-0.0003966125596996939
CCDC28B,0.004161280659408406
CCDC3,-0.0032688776878080916
CCDC34,-0.004648528648555694
CCDC50,-0.002030514173065212
CCDC64,-0.0030917259367408967
CCDC64B,0.00019114395588332167
CCDC68,0.0034181069142439346
CCDC69,-0.0030399206443594284
CCDC74A,-0.0053059326901556125
CCDC74B,-0.007558102491818264
CCDC78,-0.00048709045270545204
CCDC8,-0.0024248396131249517
CCDC80,0.005362912008364917
CCDC85A,0.0019406410357524773
CCDC85B,0.0015326608005408748
CCDC85C,0.0035274284914687537
CCDC88A,-0.004404057721371701
CCDC88B,0.0008914515027693692
CCDC88C,0.00437866187898045
CCDC92,0.001500396876524368
CCK,-0.0009285604799628144
CCL17,0.005388115893571077
CCL2,-0.006910266949200106
CCL20,0.0054720001085116765
CCL22,0.0019745952153717994
CCL26,0.004986125157327326
CCL28,0.004044770900468564
CCL3,-0.0027230431725060456
