gene,delta
CD37,-0.00032134918410064994
CD38,-0.0004857598301502841
CD3D,-0.00018913401729606094
CD3E,-0.0002344075066929019
CD3G,-0.00033263130972918664
CD40,-0.0005219698978480014
CD44,0.0002922921994698846
CD46,0.0002360238874807019
CD47,-0.0008812641918929665
CD48,-0.0002006606619663065
CD5,-0.00031635019246500917
CD52,-9.194414496244141e-05
CD53,0.00021643918747482616
CD55,-0.000393075179359742
CD58,-0.00010009081150003096
CD59,-0.0006536010427069805
CD6,-0.00032901729743578523
CD63,-0.000980245538654112
CD68,-0.0006493470798032697
CD69,-0.0003547746955664399
CD7,-0.0003585756548531438
CD70,-0.00028328601175570123
CD72,-0.0005443814051037943
CD74,-0.00019041085085563791
CD79A,-0.0003019646940549403
CD81,-0.0016135116893939982
CD82,0.00024333690994446378
CD83,-0.00028477541395363626
CD86,-0.00038815635739458676
CD9,-0.0006525981474839182
CD93,-0.0003510655788659667
CD96,-0.00020916286349881297
CD99,0.0005541202986694693
CD99L2,-0.0005413936725656432
CDA,-0.00029100778127974514
CDC14B,-0.00040864367074386343
CDC20,-0.00047363600124122884
CDC25A,-0.00035433159454106855
CDC25B,-0.001270768313323789
CDC42BPA,-0.0004000951499190386
CDC42BPB,-0.00048417159981370417
CDC42BPG,-0.00011316541827052773
CDC42EP1,-0.0007991549501826511
CDC42EP2,-3.267546340551819e-05
CDC42EP3,-0.00020431134312673405
CDC42EP4,-0.0006675265947357067
CDC42EP5,-0.0010637257235077413
CDC45,-0.00044760967515117267
CDC6,-0.0005298559328823227
CDC7,-0.0004647010622932657
CDCA4,-0.00011412591341120049
CDCA5,0.0002856676780244871
CDCA7,-0.00036046842784190347
CDCA7L,-6.383631118100919e-06
CDCA8,-0.00024277031501582225
CDCP1,-0.00021595917877687
CDH1,-0.00043512947475768393
CDH10,-0.00017000193372321282
CDH11,0.00013867643530074414
CDH13,-0.0009487049095537048
CDH2,-0.0005077994513825457
CDH24,-0.0002622375433691537
CDH3,-8.664602790406373e-05
CDH4,-0.0002971061134708908
CDH6,0.0002611023906782528
CDHR1,-0.00040167137033503275
CDK1,-0.0002804453898002657
CDK14,0.0002768107458752944
CDK18,-0.0006246396905071616
CDK2,-0.00016277288696883718
CDK20,-0.0002116278603117583
CDK2AP1,-0.00046422943812468587
CDK2AP2,-0.00015264170369330698
CDK4,0.0002485773416605608
CDK5R1,-0.0004662745828946657
CDK5R2,-0.00037423741274342226
CDK6,-0.0003364841722242329
CDKAL1,-0.0004052906461683159
CDKN1A,-0.000348216855172917
CDKN1B,0.00035336759330900636
CDKN1C,0.0003765319603277195
CDKN2A,0.00023178016035674265
CDKN2B,-3.490241084461165e-05
CDKN2C,0.00010748996053269733
CDKN2D,-0.00043610630776014236
CDKN3,0.00039321623579341436
CDO1,-0.0002557753115077499
CDON,-0.00025900401402609297
CDR2L,0.00011834817597489167
CDS1,-0.00038630200344155763
CDT1,-9.934930048194346e-05
CDX1,-0.0003363718880657618
CDX2,-0.0006016450715556343
CDYL2,-0.00025733412914721865
CEACAM1,6.890120731362082e-05
CEACAM19,-0.0004900152917143297
CEACAM5,-0.00020253454829008422
CEACAM6,-0.0001792943729560792
CEBPA,6.812123423347027e-05
CEBPB,0.0006335305096385191
CEBPD,-0.00029241771215202106
CEBPG,-0.0005463307455446376
CECR1,-0.0005558743720171788
CECR5,-0.0007716793382930853
CECR7,-0.00028055133332988147
CEL,-0.0005436735613848775
CELF2,-0.00027049662105507744
CELF3,-0.0004204032807064717
CELSR1,-0.0004629449607685965
CELSR2,-0.0003884257108521527
CELSR3,-0.0002869135938710077
CEND1,-2.6969609623561652e-05
CENPF,-0.0005120014797405092
CENPH,-0.00011978123489170267
CENPM,-0.0005240905665325757
CENPV,-0.0006330690623410073
CENPW,-0.0004571229697268864
CEP170,-8.93489742758713e-05
CEP55,-0.0002905954011167
CEP70,-0.0003385122658061124
CERCAM,-0.00027790424853404994
CERK,0.00020155169660546202
CERKL,-0.00027135028514646553
CES1,-0.00022410288290908298
CES3,-0.0004318441206760948
CFB,-2.1548564242968027e-06
CFD,-9.69770528156666e-05
CFH,-0.0003524482858530409
CFI,-0.0007306294476901731
CFL2,-0.00028826266007922485
CFLAR,-0.00045490267081702007
CGA,-0.0002979128653584351
CGB5,-0.0007741264681195292
CGN,-0.00020334345889636007
CGNL1,-0.0004441044674079464
CGREF1,-0.0005367218484550185
CHAC1,-0.0006569924061360088
CHAC2,-0.00010743634402682334
CHAF1A,-0.0005209425143221924
CHCHD10,-0.0010452271882955833
CHCHD7,-0.00023392353737564098
CHD3,0.00020572120657141868
CHD7,-0.0002486541240476481
CHDH,-0.0001724724868400751
CHFR,-0.00042177588829231394
CHGB,-0.0003650051456488279
CHI3L1,-0.00020358126413538846
CHI3L2,6.266932812290515e-05
CHKA,-8.41818634301772e-05
CHML,-0.00012961383894211087
CHMP4C,-0.0005069813897375652
CHN1,-0.00010016749035035577
CHN2,-0.00048034933269744395
CHPF,-8.02658412805135e-05
CHPF2,-0.0005049072857119807
CHPT1,-0.00037859514971905206
CHRD,-0.0004891631491899529
CHRDL1,-9.148729574512404e-05
CHRNA1,-0.0004598012878317126
CHRNA3,-0.0004780881075782395
CHRNA5,-0.00019805541501452528
CHRNB1,-0.0004494586803352185
CHST10,-0.0006504432814736505
CHST11,-0.00018297837451763943
CHST12,-0.00031857330140086515
CHST14,-0.00040485412001103893
CHST15,4.238656046864908e-05
CHST2,-0.0002794943748973544
CHST3,0.00016116413653793904
CHST6,-0.0002202115444122077
CHST7,7.692316069254912e-05
CHSY1,-0.0009122792745516195
CHTF18,-0.00019039520445263136
CIB1,-0.0005872416234401212
CIB2,1.3284680392272596e-05
CIITA,4.165280131365745e-05
CISD3,5.511521623091653e-06
CISH,-0.0005030511370567869
CITED2,0.0002512472812031541
CITED4,-0.00046088582740719253
CKAP2L,-0.00011301886215153711
CKAP4,-0.000936512699996811
CKB,-0.0011097439745339222
CKLF,-0.00025041132644970654
CKMT1A,-0.00017268236447026686
CKMT1B,-6.491854920456785e-05
CLCA2,-0.00023926319173173116
CLCF1,-0.00010224299040167972
CLCN2,-0.0004920218596418391
CLCN4,-0.00031577721539008397
CLCN5,-0.00019904419645738747
CLDN1,-0.000125325925562636
CLDN11,-1.9181663841655316e-05
CLDN12,-0.00038965421896969277
CLDN15,0.0002815559802573919
CLDN16,-0.00029158037350018873
CLDN23,-0.00018674058271145322
CLDN3,-0.0003468709397738412
CLDN4,-0.00032117552784952097
CLDN6,-0.00022950136158367274
CLDN7,-3.7009787604985744e-05
CLDN9,-0.00022845895162407204
CLEC11A,-0.0008424040711514091
CLEC2B,-0.0005599427141074198
CLEC2D,-0.00012410641390728228
CLEC3B,-0.0001863628825554131
CLEC7A,5.615094236177676e-05
CLGN,-0.00029459029457168384
CLIC1,-5.7084802445095395e-05
CLIC2,-0.00017377139684338072
CLIC3,-0.00012569067577464232
CLIC4,-0.001308677587279733
CLIP1,-0.00042548716243021034
CLIP2,-0.0003407289553995496
CLIP3,3.832735752196115e-05
CLIP4,-0.0004342020152633408
CLMN,-0.00023764146113566809
CLSPN,-0.00045455033994259986
CLSTN2,-0.0003790426555718984
CLSTN3,-0.0003307142362393989
CLTB,0.00021321481164374156
CLTCL1,-0.0003504536683686388
CLU,0.0017454812240870476
CMBL,0.00036394560788372
CMIP,-0.0006017433128302219
CMPK2,0.00011095119224399652
CMTM3,-0.00029490156249967203
CMTM4,-0.0003997035416926642
CMTM6,0.00015959672621268517
CMTM7,-0.0006811243478470341
CMTM8,-0.0002828239799793075
CNDP2,-0.0005788069154001318
CNFN,-0.0005093928844920603
CNIH2,-0.0001906288174162163
CNIH3,-3.3110127732410843e-05
CNKSR1,-0.00035721999205273747
CNN1,0.00019781299687129938
CNN2,-0.0008386885069975591
CNN3,-0.0006512414274476575
CNNM1,-0.00047099133845546204
CNNM4,-0.000403952082116521
CNPY4,-0.0002561054806216878
CNR1,-0.0001511615199744354
CNRIP1,-0.0006686557840237528
CNTFR,-0.00013428937164480792
CNTN1,-0.0006927258396554337
CNTNAP1,-0.0006570435580292855
CNTNAP2,-0.0004211548858811254
CNTNAP3,-0.00024391740750584479
COBL,-0.0003891840771596822
COBLL1,-0.0001345929767407883
COCH,-0.00042915054567874145
COL11A1,-6.514067502244592e-05
COL12A1,8.654536185634387e-05
COL13A1,-0.00021764204169594237
COL14A1,0.0010190262835984565
COL15A1,0.00017206824940516063
COL16A1,-0.0010646527181356058
COL17A1,-0.00024698954875335133
COL18A1,-0.000744102336705188
COL1A1,-0.0008865952112324105
COL1A2,9.707783064485942e-05
COL27A1,-0.0007402538882509135
COL2A1,-0.0003802339647374364
COL3A1,0.0007663489494103004
COL4A1,-0.0020237460456410394
COL4A2,-0.0016317301589705846
COL4A4,-0.0001988006212703397
COL4A5,-0.00010403034033601433
COL4A6,-0.0003303223735688643
COL5A1,-0.00020363394285169423
COL5A2,-0.0005387557926140873
COL5A3,-0.0002455930639863324
COL6A1,-0.00019915620490135177
COL6A2,-0.0011154237720608084
COL6A3,5.007001760795604e-05
COL7A1,-0.0010843045270192975
COL8A1,-4.6332260062703634e-05
COL9A2,-0.0004646560795648069
COL9A3,-0.0003876313850788293
COLEC10,-0.00034889525701975455
COLEC12,-0.0006935966872764487
COMMD3,0.00046930683409657226
COMP,-0.00021662953297268972
COMT,-0.0006592332156760139
COMTD1,-0.00037199452200620264
COPZ2,-0.00025872489106010255
CORO1A,-0.0008531235888742383
CORO1B,-0.000567177148423692
CORO1C,-0.0007518919984709493
CORO2A,-0.00039753246511825546
CORO2B,-0.0005637897338146569
CORO6,-0.00043965013182653556
COTL1,-0.0002768160340327064
CP,-0.00013997393335107855
CPA4,-0.00037469285320246293
CPD,-0.0003938890776345738
CPE,0.0004089148157022937
CPEB2,0.00025375253569878686
CPEB4,-1.6820062617245446e-05
CPLX1,-0.0002605764378387221
CPM,-2.710173098069424e-05
CPNE1,-0.00011296902073384962
CPNE2,-0.000341471077715233
CPNE3,-0.0004872143708246346
CPNE5,-0.00025665539417654704
CPNE7,-0.00048466351292617005
CPNE8,-0.0001584881438724539
CPOX,-0.0007675589222601309
CPPED1,-4.3929726485453235e-05
CPS1,-0.0007552222047219892
CPT1A,-0.0002534526976967211
CPT1C,-0.0005186941888004615
CPVL,-0.0010150884834091156
CPXM1,-0.00045273506397905394
CR2,-0.00034237902707284773
CRABP2,-0.000807687247574268
CRAT,-0.0006517017147759929
CRB3,-0.0005340469560357886
CREB3L1,-0.0008872628427049334
CREB3L2,0.00020350549569170262
CREB3L3,-0.00010088958403003945
CREB3L4,-0.00022172887177937528
CREB5,-0.00013190200759355397
CREG1,-4.186340333367511e-05
CRELD2,-0.00021162049384326753
CRH,-0.00033101680309402526
CRIM1,-0.0008170805358050925
CRIP2,-6.675120352919728e-05
CRISP3,-0.00025277542520193985
CRISPLD1,-0.0006790356980931334
CRISPLD2,-0.00038660765874148906
CRLF1,-0.000752124150324579
CRMP1,-0.00034389670662360317
CROT,-0.0005685550612262447
CRTAP,-0.0005012326782988796
CRY1,-0.0006719986455130944
CRYAB,0.0010839084928117304
CRYBG3,-0.0008435716552271377
CRYL1,0.00018275757027855222
CRYM,-0.00039678018464295306
CRYZ,-0.00032658136751109734
CSF1,-0.0008865513690060611
CSF1R,-0.00030632876910877127
CSF2,-0.00034099027006001537
CSF2RA,0.00020233066262645427
CSF2RB,-0.00025895274152984427
CSF3,-0.00047783812430024497
CSF3R,-0.00020970771774161956
CSGALNACT1,6.136635016437686e-05
CSGALNACT2,5.07924924462444e-05
CSK,-0.0008238416884520927
CSPG4,-0.0005571550659962121
CSRNP1,6.849850516255085e-05
CSRP1,-0.001014536497723012
CSRP2,-0.000488310021426297
CST1,-0.0004119422004458251
CST2,-0.0004454700560599656
CST3,-0.0002726584031995105
CST6,-0.0005146670900172123
CST7,-0.00013313523003369299
CSTA,-0.0005691707406690061
CSTB,-0.0006061191952012601
CTAG1B,-0.0001639796730913412
CTBP2,-0.0010516668323590495
CTDSPL,0.00011044884753233508
CTF1,-0.0003178246347811664
CTGF,-0.00018912036842369528
CTH,-4.651499252614211e-05
CTHRC1,-0.0006925968350042777
CTNNA1,-0.0003976068476465866
CTNNAL1,7.13884893160932e-05
CTNNBIP1,0.00019025762637869814
CTNND1,-0.0009180629555630149
CTPS2,-0.00024940677127277544
CTSA,0.0002004893269729191
CTSB,-0.00016840826653422014
CTSC,-4.2614965859805176e-05
CTSD,0.00017108592235209885
CTSE,-0.00036966107237973445
CTSF,-9.734136258751636e-05
CTSH,0.0005273225189534325
CTSK,-0.0003822070269175193
CTSO,-7.478566755370064e-06
CTSS,-0.000942419613951001
CTSW,-0.00013498206623729914
CTSZ,-0.0013984737195251173
CTTN,-0.00041347178725684164
CTTNBP2NL,-0.00047571634582657674
CTXN1,-0.00034855817721846094
CUEDC1,-0.0003675009371530147
CX3CL1,-0.0005861815012458416
CXADR,-0.00035647465244148524
CXCL1,-0.0007529869957005886
CXCL10,-0.0001528365297360501
CXCL12,-0.0008126875703288183
CXCL14,-0.0005005902589002298
CXCL16,-0.0006858153607371686
CXCL17,-4.913113743443276e-05
CXCL2,-0.0003463801118546439
CXCL3,-0.0005650654887288664
CXCL5,-0.0003966663240638213
CXCL6,-0.00022335075592672116
CXCR4,-1.9553526343946137e-05
CXXC1,-0.0005175742091061419
CXXC4,-0.00023061255736137043
CXXC5,0.0002195491908174585
CXorf21,-0.00021026608660051904
CXorf57,-0.0001751169911497208
CYB561,-0.0005781355369832153
CYB5A,3.0575571772023524e-05
CYB5B,0.00031272266131174287
CYB5R2,0.00028390954103516
CYB5R3,-0.0002923800228483986
CYBA,-0.0003981629178596846
CYBB,-0.0003044023061775092
CYBRD1,-0.0003536502898319194
CYFIP1,-0.0008034280888869205
CYFIP2,-0.0008730475526443626
CYGB,-0.000842806870282764
CYP1A1,-0.0002982954947267358
CYP1B1,-0.00024932214023598576
CYP24A1,-0.00021944177884480887
CYP26B1,-0.00035887122876862576
CYP27A1,-0.00033695909557429626
CYP27B1,-0.00027275850472993635
CYP2J2,-0.00017273206230983273
CYP2R1,-0.0001972971385897082
CYP2S1,-0.00039601262563232487
CYP2U1,7.408986669357742e-05
CYP3A5,0.0001326114327873107
CYP4F11,-0.00021759344848007456
CYP4F3,-0.00015045120452322758
CYP4V2,-0.0007090899731559963
CYP51A1,-0.0005634622735046502
CYR61,-0.0001407064131228597
CYTH1,-0.000552649047691145
CYTH3,-0.00042226883608509347
CYTH4,-0.00037367233459412175
CYTIP,-6.346521682842887e-05
DAAM1,0.000229896178803618
DAAM2,-0.00023214716885447406
DAB2,0.0003658247475854248
DAB2IP,-0.0005510437021256365
DACH1,-0.00015651817978354354
DACT1,-3.7199781140806465e-05
DAG1,-0.0005898016614838131
DAGLA,-0.0002574250818392354
DAP,0.0008097178314575848
DAPK1,-9.300839533896155e-05
DAPP1,-0.0002609102038453326
DBH,-0.00035194666220911275
DBI,0.0005592201378090134
DBN1,-0.00036668869753445077
DBNDD1,-0.0006033740965554479
DBP,-0.00029861607406869717
DCBLD1,0.0002407538529040909
DCBLD2,0.00013363149401188212
DCDC2,-0.0004357353271684794
DCHS1,-0.00035118527239846875
DCK,-0.00030521905534347527
DCLK1,-0.0005437073001833825
DCLK2,-0.000414615602257723
DCN,0.0012573744315171609
DCT,-0.00030188128358524247
DCXR,-0.00017654442598991071
DDAH1,-0.0002511437757574675
DDAH2,-0.00041135966903441123
DDB2,-0.0007636318296110334
DDIT3,7.80680917169263e-05
DDIT4,-0.0008708962884055316
DDIT4L,-0.00022995851074156248
DDN,-0.00041028253059496866
DDR1,-0.00042079989343141166
DDR2,-0.0004412001197731108
DDT,-0.00014145508689519803
DDTL,-0.00014765775855507535
DDX1,-0.0003830236936424869
DDX11,-0.00059619354943094
DDX26B,8.556689974661968e-05
DDX3Y,-0.0005682465194672137
DDX43,-0.00038291816876562246
DDX58,6.254461966401226e-05
DDX60,0.00014386644010339067
DDX60L,-0.0002226677712409697
DECR1,-0.0002679419015013673
DECR2,-0.00030478260078722896
DEF6,-0.000787244724329561
DEFB1,-9.93094972701336e-05
DEGS1,-0.0003387756430081046
DEGS2,-0.0004267575483813957
DEK,-0.00035837988349388117
DENND1C,-0.0004884111532733326
DENND2A,-0.000873368516102202
DENND2D,-0.0008488990915867523
DENND3,-8.265230489029607e-05
DENND5A,0.0004812856962242984
DENND5B,-0.00038374146678685217
DEPDC1,-0.00035204204530697725
DEPDC1B,-0.0005556910775708634
DEPDC7,-0.00027592679397267506
DERL3,0.00018865052798508475
DES,-0.0008313311374268662
DFNA5,-0.0004486065917527482
DFNB31,-0.0002840920552502346
DGAT1,-5.8411161177968074e-05
DGAT2,-4.589092406370732e-05
DGCR6,0.00012800338424140412
DGKA,0.0002241727023290785
DGKD,-0.0005927427615269876
DGKE,-0.0003798349532947165
DHCR24,0.00015857023620230448
DHCR7,-0.0004389123824633523
DHFR,8.065053798067545e-05
DHRS13,-0.0002899999479649973
DHRS2,-3.2992289561883936e-05
DHRS3,-3.786464085681063e-05
DHRS7,0.00048689884194905164
DHRS9,-3.8614954748883434e-05
DHTKD1,-0.00024528504442328236
DHX32,-0.0007528659400293514
DHX58,-0.0004836184179139724
DIO2,-0.000616153784957274
DIO3,-0.00045528369092273646
DIP2C,-0.00025442477228904137
DIRAS1,-0.00042892971523833534
DIRAS3,-0.0002115354289357052
DIRC2,-0.00040462785218176034
DISP2,0.0007326838692114368
DIXDC1,-0.0005110155143450701
DKK1,-0.0004417604843525158
DKK2,-0.00033457779889364825
DKK3,-0.0006244484716903809
DLC1,7.069130606041085e-05
DLG3,-0.00042904808509361403
DLG4,-9.120858303457435e-06
DLG5,-0.00025074885662243473
DLGAP5,3.669086478969019e-05
DLK1,-0.0006072942569879114
DLK2,-0.0004323937520355481
DLL1,-0.0008972910492691666
DLL3,-0.0004165631437328954
DLX1,-0.00034897163685013166
DLX2,-0.0002345432554955451
DLX3,-0.0002440049264533506
DLX4,-0.00035171184451443516
DLX5,-0.0004766872094440766
DLX6,-0.0004672251405655192
DMBT1,-0.00035310242120187296
DMBX1,-0.0003443258529027271
DMD,-0.0006150000285924662
DMKN,-0.00031197974828842123
DMPK,-0.0002808479687116672
DMXL2,-0.0003872213981463424
DNAJA4,-0.0005316132151835518
DNAJB2,0.0004238658001651796
DNAJB4,7.770363906242639e-05
DNAJB5,-0.0004099951433708948
DNAJB9,-9.103320717732122e-05
DNAJC1,-0.0003301871490707098
DNAJC12,-0.0005011636293226207
DNAJC15,-0.0007415392476735339
DNAJC22,-0.0004859908832165194
DNAJC6,-0.00018420979744118715
DNALI1,-0.0005605769510401704
DNASE2,-0.0012671576568178133
DNER,-0.00020251394099762843
DNM1,-0.0002501361834051363
DNMBP,-0.0002779999994816096
DNMT1,-0.0006664219516214764
DNMT3A,-0.0002449204763990409
DNMT3B,-0.00025518841801136505
DOC2A,-0.0004715594274212753
DOCK1,-0.0006026870979531918
DOCK10,-0.0002676131389425518
DOCK11,-0.0001350578385559964
DOCK2,-0.00030137400570437456
DOCK3,-0.0004729397401570523
DOCK4,-3.1242066547892966e-05
DOCK5,-0.0004640482232595722
DOCK6,-0.0008115432585733551
DOCK8,-0.0003532421020300547
DOCK9,-9.193811118338169e-05
DOK1,-0.0003266890048488347
DOK2,-0.0001234722981072467
DOK3,-0.00020690238740844746
DOK4,-0.0006057171517164783
DOK5,0.0006713498488304659
DOK7,-0.00039534859825596236
DOPEY2,-0.00026357096316187434
DOT1L,-0.0002162977838932878
DPCD,-0.0006202095931874263
DPEP1,-0.00011610683624824203
DPF1,-0.0002468808066855288
DPM3,-0.0011706534718829154
DPP4,-7.280844801313413e-05
DPP7,-0.0004497339301320624
DPY19L1,-0.000606262470468133
DPY19L2,-0.00014529390542586396
DPYD,0.00012768774011659434
DPYSL2,-9.808333980959594e-05
DPYSL3,-0.0008220831497146031
DPYSL4,-0.000348252878820704
DPYSL5,-0.00046580043500787927
DRAM1,-0.0004098153613579236
DRAP1,0.0006091771249549793
DSC2,-3.2647324159001956e-05
DSC3,-0.00026216598653217016
DSCC1,-0.00020900947769120215
DSE,-0.00015152624640832335
DSEL,-4.451041305358894e-05
DSG2,-9.564587866370267e-05
DSG3,-0.00016337962778370518
DSP,-0.0001919736865125532
DST,0.0003129450370114306
DSTN,-0.0009340483785407194
DTD1,-0.000639238594459135
DTL,-0.0006395258440617946
DTNA,-0.00022679840106273885
DTX1,-0.0004064188503632715
DTX2,-0.0005091889601043509
DTX3,-0.000271374918079631
DTX3L,-0.0007059129246561879
DTX4,7.862686295884158e-05
DUSP1,-0.0003994310208850771
DUSP10,-0.00041450962778022404
DUSP14,-0.00016527752365985693
DUSP16,-0.00038161494213642677
DUSP2,-0.00030966550241234847
DUSP22,-3.543398482963589e-07
DUSP23,-0.00011717355105977934
DUSP26,-4.074287379987607e-05
DUSP3,-0.00011001852341185892
DUSP4,-0.0004384661868490347
DUSP5,-0.00030875081753312106
DUSP6,-0.00019949592201709554
DUSP8,-0.0003221556285034899
DUSP9,-0.00023528114784815424
DYNC1I1,-0.00028944653909065976
DYNC2H1,-0.0004583297950549736
DYNLT1,-0.00036631713069076866
DYNLT3,-5.472408301326892e-05
DYRK1B,0.0003198810838463406
DYRK3,-0.00027111414469563333
DYSF,-0.0006733590720680027
DZIP1,-0.000814178788277331
DZIP1L,-0.0005764049993969012
E2F1,-5.06407993328406e-05
E2F2,-0.0002419360422526995
E2F5,-0.00038493393595587233
E2F7,-0.0003128110923716898
E2F8,-0.00031740950364686493
EAF2,-0.00022811039701142732
EBF1,-0.00042792167681779403
EBF3,-0.00010461223015501009
EBF4,-0.000214174205822093
EBI3,-0.0003082042635735027
EBP,-0.00011878160554529282
ECE1,0.0001422095562532144
ECEL1,-0.0002541062556643825
ECH1,0.0002401790844772378
ECHDC1,-0.0009052748734839078
ECHDC2,-0.0012056869759671518
ECHDC3,-0.00040302350882931437
ECM1,-3.131349409615791e-05
ECT2,-0.0003740763202136066
EDA2R,-0.00025686588792361853
EDARADD,-0.00037043330534836105
EDEM1,2.23763298368429e-05
EDIL3,-0.00044313046522304056
EDN1,-0.0005019350834245262
EDN2,-0.00010255174325715655
EDNRA,-0.0006041829218667583
EDNRB,0.0001423622279508041
EEF1A2,-0.000948225139755593
EEF1B2,-0.0006064794602112233
EEPD1,-0.00011609909874965574
EFEMP1,7.771173827544886e-05
EFEMP2,-0.00043872830495475523
EFHD1,-0.0003928820045798198
EFHD2,0.00014888431220957954
EFNA1,-0.0006168944029071866
EFNA4,-0.0003485949422316892
EFNA5,-0.00019982086739500637
EFNB1,-0.00032046993533232926
EFNB2,-0.00039940281704781144
EFNB3,-0.00027427520634873415
EFS,-3.78867382178627e-05
EGFL7,-0.00036859486044601986
EGFR,-0.0002835624934513503
EGLN3,-0.00036347659882288164
EGR1,-0.0010679891593055324
EGR2,-0.00026800446836372505
EHBP1L1,0.00029574787681238557
EHD1,0.0001287930519804914
EHD2,-0.0004652495344799612
EHD3,-0.0005227485778835639
EHD4,-0.0005274788668246377
EHF,-0.00026250256171375663
EHHADH,-0.00027234024932878964
EID3,3.1396481610324045e-05
EIF3E,0.00038339867419664997
EIF4EBP1,0.0003864708090725588
EIF4EBP3,-0.0003638907031108807
EIF5A2,-0.0008562696610860954
EIF5AL1,-0.0004103804851859072
ELANE,-0.000321560220692213
ELAVL2,-0.00031286524816581673
ELAVL3,-0.00031489918389299154
ELF1,-0.00032288324425150394
ELF3,-0.0005469561700842673
ELF4,-0.0005063132321515285
ELFN1,-0.0004157920554710981
ELFN2,-0.00030249240612226225
ELK3,3.972433859067426e-05
ELL2,-0.00015997214904517332
ELMO1,-0.00040183372759544644
ELMO3,-0.00048241285719144433
ELN,0.0008128116331616031
ELOVL2,-0.0006310353531914226
ELOVL4,-0.00036126209374492957
ELOVL5,-0.00012718823324955886
ELOVL6,-0.00042295822520746484
ELOVL7,-0.00030050333935413565
EMB,-0.0005595821515338439
EMID1,-4.194770094440026e-05
EMILIN1,-0.0002669105162723673
EMILIN2,-0.0006021309165566702
EML1,-0.00010028809438167308
EML2,-0.0004221822180027479
EML4,-6.850757293788701e-05
EML5,-0.00021180317089522505
EML6,-0.00017285233248270915
EMP1,0.00035021233551152386
EMP2,-2.6440216296774732e-05
EMP3,-0.0003781952969680591
ENAH,-0.0009608917776467163
ENC1,-0.0006052368949277243
ENDOD1,0.000295468386427189
ENDOG,-0.0004235651270505514
ENG,-0.00029016425182543104
ENGASE,-0.00042296702330260616
ENHO,-0.00035606253949888034
ENO2,9.931435471641215e-05
ENO3,-0.0003566109832598696
ENOSF1,8.442330241437146e-05
ENOX1,-5.257289361840223e-05
ENPP1,-0.00013457382549811325
ENPP2,-0.00041756801324546733
ENPP4,-1.7270734462337956e-05
ENPP5,-0.00032154207792145506
ENTPD2,-0.00022903029435397682
ENTPD6,0.00011642339765774445
ENTPD7,-0.0003729179243185943
EPAS1,-0.0006851070722185548
EPB41,-9.101621488422085e-05
EPB41L1,0.0003513278172778411
EPB41L2,-0.0007552918537085951
EPB41L3,-0.0002240989368682833
EPB41L4A,5.199470433969733e-05
EPB41L4B,-0.00029899659214030483
EPB41L5,-0.0005238056918507872
EPCAM,-0.00021366027156066725
EPDR1,-0.00044682862797201794
EPGN,-0.00010459765526693587
EPHA1,-0.00029658981756683356
EPHA2,-0.0004108630628928134
EPHA3,-0.0002619804300038886
EPHA4,-0.00015349121999380655
EPHA7,-0.000274980816705378
EPHB1,-0.0004548307369492133
EPHB2,-0.0002235100939242396
EPHB3,-0.0003676301579061958
EPHB4,-0.0006687427748602037
EPHB6,-0.0006118870830864598
EPHX1,-0.00022966796728560168
EPHX2,-0.0007384410187986634
EPHX4,-0.0005259412823827025
EPN2,3.995249347610308e-05
EPN3,-0.0002098254907285102
EPOR,-0.0003918854848156128
EPPK1,-0.000134888960116597
EPS8,-0.0002222732756312351
EPS8L1,-7.611828562245626e-05
EPS8L2,-0.0002941109268922437
EPS8L3,-0.0005309879137540829
EPSTI1,-0.00032050302879246817
ERAP1,-0.0006510868620673294
ERAP2,-9.664562455802272e-05
ERBB2,-0.0005344029212744072
ERBB3,-0.00027329878926829476
EREG,-0.00041457390136462324
ERGIC1,-0.0008907024669898844
ERMP1,-1.3510935292948556e-05
ERN1,2.4031947007313592e-05
ERN2,-0.00022556446434110478
ERP27,-0.00011631210478396659
ERRFI1,-0.0005491367017161353
ESAM,0.00012005894169805909
ESM1,9.182966546619764e-05
ESPL1,-0.0003421087276234136
ESPN,-0.0003759854581323885
ESRP1,-0.0003067808172124986
ESRP2,-0.0005785649939915871
ESYT2,0.00029057145241165316
ETFB,-0.0006259935267269867
ETHE1,-0.0006220121294543135
ETNK2,-0.0007310051766211967
ETS1,-0.0002455621299575217
ETS2,-0.0005649211320950809
ETV1,-0.0001250427451278957
ETV4,-0.00047648087175009013
ETV5,-0.00031304319793382107
ETV6,-1.1597683725078634e-05
EVC,-0.0004997560221498276
EVI2A,-8.982840412785631e-05
EVL,-0.00017041348649551868
EVPL,-0.00045779868032935767
EXD2,-0.00043631445089270526
EXO1,-0.0005727701275546337
EXOC6B,-0.0004922523532581713
EXPH5,-0.00031977830592586076
EXT1,-0.0003121465714436278
EXT2,-0.00019022369435364728
EXTL1,-0.00014816171723194826
EXTL2,-0.0004384359393649062
EXTL3,-0.0007676962553032074
EYA1,-0.0004090814040671187
EYA2,-0.0005784972664296673
EYA4,-0.0007035972695113857
EZH2,-0.000701959672570085
EZR,-0.0008884632973642781
F12,-0.0003637989030171318
F2R,-0.00046384920411102204
F2RL1,-0.00029791687131425215
F2RL2,-0.00025493690126474067
F3,-0.000557828669954713
F5,-0.0004231547748806963
F8A1,-0.0010199728993608714
FA2H,-0.00038494421136861523
