key,value
0,0.010821006260812283
1,0.015227201394736767
2,0.5369927287101746
3,0.0019970773719251156
4,0.0002994256792590022
5,0.0655200332403183
6,0.00023386391694657505
7,0.010975031182169914
8,0.14861798286437988
9,0.019521836191415787
10,0.8694454431533813
11,0.03164441138505936
12,0.00171675905585289
13,0.0012730313464999199
